rt-td,rt-td 2,rt-td href,team-display-link href,team-logo src,team-name,rt-td 3,rt-td 4,rt-td 5,,rt-td 6,rt-td 7,rt-td 8,rt-td 9,rt-td 10,rt-td 11
73,Patrik Puistola,https://www.nhl.com/player/patrik-puistola-8481574,https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,Carolina Hurricanes,3,11,MIN-CAR,,RW,FIN,"6' 0""",FINLAND-JR.,Tappara Jr.,175
74,Nathan Legare,https://www.nhl.com/player/nathan-legare-8481594,https://records.nhl.com/pit/franchises/pittsburgh-penguins/draft-selections,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,Pittsburgh Penguins,3,12,CHI-ARI-PIT,,RW,CAN,"6' 0""",QMJHL,Baie Comeau,206
75,Adam Beckman,https://www.nhl.com/player/adam-beckman-8481550,https://records.nhl.com/min/franchises/minnesota-wild/draft-selections,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,Minnesota Wild,3,13,FLA-NSH-MIN,,LW,CAN,"6' 1""",WHL,Spokane,168
76,John Farinacci,https://www.nhl.com/player/john-farinacci-8481558,https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections,https://assets.nhle.com/logos/nhl/svg/ARI_20142015-20202021_light.svg,Arizona Coyotes,3,14,C,C,USA,"5' 11""",190,HIGH-MA,Dexter School,
77,Gianni Fairbrother,https://www.nhl.com/player/gianni-fairbrother-8481654,https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,Montréal Canadiens,3,15,D,D,CAN,"5' 11""",194,WHL,Everett,
78,Alex Beaucage,https://www.nhl.com/player/alex-beaucage-8481595,https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,Colorado Avalanche,3,16,RW,RW,CAN,"6' 1""",192,QMJHL,Rouyn-Noranda,
79,Pavel Dorofeyev,https://www.nhl.com/player/pavel-dorofeyev-8481604,https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,Vegas Golden Knights,3,17,LW,LW,RUS,"6' 0""",176,RUSSIA,Magnitogorsk,
80,Graeme Clarke,https://www.nhl.com/player/graeme-clarke-8481578,https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,New Jersey Devils,3,18,DAL-NJD,,RW,USA,"5' 11""",OHL,Ottawa,175
81,Cole Schwindt,https://www.nhl.com/player/cole-schwindt-8481655,https://records.nhl.com/fla/franchises/florida-panthers/draft-selections,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,Florida Panthers,3,19,CBJ-FLA,,RW,CAN,"6' 2""",OHL,Mississauga,182
82,Michael Vukojevic,https://www.nhl.com/player/michael-vukojevic-8481583,https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,New Jersey Devils,3,20,WPG-VGK-SJS-NJD,,D,CAN,"6' 3""",OHL,Kitchener,212
83,Anttoni Honka,https://www.nhl.com/player/anttoni-honka-8481615,https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,Carolina Hurricanes,3,21,PIT-VGK-OTT-CAR,,D,FIN,"5' 10""",FINLAND,Jukurit,178
84,Mikko Kokkonen,https://www.nhl.com/player/mikko-kokkonen-8481614,https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,Toronto Maple Leafs,3,22,D,D,FIN,"5' 11""",200,FINLAND,Jukurit,
85,Ilya Konovalov,https://www.nhl.com/player/ilya-konovalov-8481709,https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,Edmonton Oilers,3,23,NYI-EDM,,G,RUS,"6' 0""",RUSSIA,Yaroslavl,194
86,Layton Ahac,https://www.nhl.com/player/layton-ahac-8481613,https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,Vegas Golden Knights,3,24,NSH-VGK,,D,CAN,"6' 2""",BCHL,Prince George,190
87,Lukas Parik,https://www.nhl.com/player/lukas-parik-8481710,https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,Los Angeles Kings,3,25,WSH-LAK,,G,CZE,"6' 3""",CZREP-JR.,Liberec Jr.,185
88,Ilya Nikolaev,https://www.nhl.com/player/ilya-nikolaev-8481590,https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,Calgary Flames,3,26,C,C,RUS,"5' 11""",190,RUSSIA-JR.,Yaroslavl 2,
89,Max Cajkovic,https://www.nhl.com/player/max-cajkovic-8481738,https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,Tampa Bay Lightning,3,27,RW,RW,SVK,"5' 10""",185,QMJHL,Saint John,
90,Domenick Fensore,https://www.nhl.com/player/domenick-fensore-8481562,https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,Carolina Hurricanes,3,28,D,D,USA,"5' 7""",153,NTDP,USA U-18,
91,Aliaksei Protas,https://www.nhl.com/player/aliaksei-protas-8481656,https://records.nhl.com/wsh/franchises/washington-capitals/draft-selections,https://assets.nhle.com/logos/nhl/svg/WSH_light.svg,Washington Capitals,3,29,SJS-NJD-WSH,,C,BLR,"6' 4""",WHL,Prince Albert,205
92,Quinn Olson,https://www.nhl.com/player/quinn-olson-8481739,https://records.nhl.com/bos/franchises/boston-bruins/draft-selections,https://assets.nhle.com/logos/nhl/svg/BOS_20092010-20222023_light.svg,Boston Bruins,3,30,LW,LW,CAN,"5' 10""",170,AJHL,Okotoks,
93,Colten Ellis,https://www.nhl.com/player/colten-ellis-8481551,https://records.nhl.com/stl/franchises/st-louis-blues/draft-selections,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,St. Louis Blues,3,31,G,G,CAN,"6' 1""",188,QMJHL,Rimouski,
94,Viktor Lodin,https://www.nhl.com/player/viktor-lodin-8481657,https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,Ottawa Senators,4,1,C,C,SWE,"6' 2""",185,SWEDEN,Orebro,
95,Jordan Spence,https://www.nhl.com/player/jordan-spence-8481606,https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,Los Angeles Kings,4,2,D,D,AUS,"5' 10""",177,QMJHL,Moncton,
96,Tyce Thompson,https://www.nhl.com/player/tyce-thompson-8481740,https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,New Jersey Devils,4,3,RW,RW,CAN,"6' 1""",178,H-EAST,Providence,
97,Ethan Phillips,https://www.nhl.com/player/ethan-phillips-8481621,https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,Detroit Red Wings,4,4,C,C,CAN,"5' 9""",150,USHL,Sioux Falls,
98,Matias Maccelli,https://www.nhl.com/player/matias-maccelli-8481711,https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections,https://assets.nhle.com/logos/nhl/svg/ARI_20142015-20202021_light.svg,Arizona Coyotes,4,5,BUF-PIT-ARI,,LW,FIN,"5' 11""",USHL,Dubuque,165
99,Cade Webber,https://www.nhl.com/player/cade-webber-8481570,https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,Carolina Hurricanes,4,6,NYR-BOS-MIN-CAR,,D,USA,"6' 5""",HIGH-MA,Rivers Academy,205
100,Matej Blumel,https://www.nhl.com/player/matej-blumel-8481712,https://records.nhl.com/edm/franchises/edmonton-oilers/draft-selections,https://assets.nhle.com/logos/nhl/svg/EDM_20172018-20212022_light.svg,Edmonton Oilers,4,7,RW,RW,CZE,"5' 11""",198,USHL,Waterloo,
101,Henry Thrun,https://www.nhl.com/player/henry-thrun-8481567,https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,Anaheim Ducks,4,8,D,D,USA,"6' 2""",188,NTDP,USA U-18,
102,Aaron Huglen,https://www.nhl.com/player/aaron-huglen-8481741,https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,Buffalo Sabres,4,9,VAN-BUF,,RW,USA,"5' 11""",HIGH-MN,Roseau,166
103,Mason Millman,https://www.nhl.com/player/mason-millman-8481658,https://records.nhl.com/phi/franchises/philadelphia-flyers/draft-selections,https://assets.nhle.com/logos/nhl/svg/PHI_19992000-20222023_light.svg,Philadelphia Flyers,4,10,D,D,CAN,"6' 0""",175,OHL,Saginaw,
104,Eric Hjorth,https://www.nhl.com/player/eric-hjorth-8481659,https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,Columbus Blue Jackets,4,11,MIN-PIT-FLA-CBJ,,D,SWE,"6' 3""",SWEDEN-JR.,Linkoping Jr.,192
105,Michal Teply,https://www.nhl.com/player/michal-teply-8481616,https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,Chicago Blackhawks,4,12,LW,LW,CZE,"6' 3""",187,CZREP-2,Benatky N. J.,
106,Carter Berger,https://www.nhl.com/player/carter-berger-8481742,https://records.nhl.com/fla/franchises/florida-panthers/draft-selections,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,Florida Panthers,4,13,D,D,CAN,"6' 0""",200,BCHL,Victoria,
107,Alexandr Darin,https://www.nhl.com/player/alexandr-darin-8481713,https://records.nhl.com/ari/franchises/arizona-coyotes/draft-selections,https://assets.nhle.com/logos/nhl/svg/ARI_20142015-20202021_light.svg,Arizona Coyotes,4,14,RW,RW,RUS,"5' 11""",159,RUSSIA-JR.,Yaroslavl 2,
108,Yegor Spiridonov,https://www.nhl.com/player/yegor-spiridonov-8481603,https://records.nhl.com/sjs/franchises/san-jose-sharks/draft-selections,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,San Jose Sharks,4,15,MTL-SJS,,C,RUS,"6' 2""",RUSSIA-JR.,Magnitogorsk 2,190
109,Marc Del Gaizo,https://www.nhl.com/player/marc-del-gaizo-8481743,https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,Nashville Predators,4,16,COL-NSH,,D,USA,"5' 9""",H-EAST,U. Mass.,188
110,Ryder Donovan,https://www.nhl.com/player/ryder-donovan-8481539,https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,Vegas Golden Knights,4,17,C,C,USA,"6' 3""",186,HIGH-MN,Duluth East H.S.,
111,Samuel Sjolund,https://www.nhl.com/player/samuel-sjolund-8481714,https://records.nhl.com/dal/franchises/dallas-stars/draft-selections,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,Dallas Stars,4,18,D,D,SWE,"6' 1""",172,SWEDEN-JR.,AIK Jr.,
112,Hunter Skinner,https://www.nhl.com/player/hunter-skinner-8481715,https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,New York Rangers,4,19,CBJ-NYR,,D,USA,"6' 2""",USHL,Lincoln,176
113,Henri Nikkanen,https://www.nhl.com/player/henri-nikkanen-8481695,https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,Winnipeg Jets,4,20,C,C,FIN,"6' 3""",200,FINLAND-JR.,Jukurit Jr.,
114,Dmitri Voronkov,https://www.nhl.com/player/dmitri-voronkov-8481716,https://records.nhl.com/cbj/franchises/columbus-blue-jackets/draft-selections,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,Columbus Blue Jackets,4,21,PIT-FLA-CBJ,,LW,RUS,"6' 4""",RUSSIA-2,Bars Kazan,190
115,Mikhail Abramov,https://www.nhl.com/player/mikhail-abramov-8481589,https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,Toronto Maple Leafs,4,22,C,C,RUS,"5' 10""",161,QMJHL,Victoriaville,
116,Lucas Feuk,https://www.nhl.com/player/lucas-feuk-8481717,https://records.nhl.com/cgy/franchises/calgary-flames/draft-selections,https://assets.nhle.com/logos/nhl/svg/CGY_19941995-20192020_light.svg,Calgary Flames,4,23,NYI-CGY,,LW,SWE,"6' 0""",SWEDEN-JR.,Sodertalje Jr.,183
117,Semyon Chystyakov,https://www.nhl.com/player/semyon-chystyakov-8481718,https://records.nhl.com/nsh/franchises/nashville-predators/draft-selections,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,Nashville Predators,4,24,D,D,RUS,"5' 10""",167,RUSSIA-JR.,Ufa 2,
118,Case McCarthy,https://www.nhl.com/player/case-mccarthy-8481566,https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,New Jersey Devils,4,25,WSH-NJD,,D,USA,"6' 1""",NTDP,USA U-18,198
119,Kim Nousiainen,https://www.nhl.com/player/kim-nousiainen-8481696,https://records.nhl.com/lak/franchises/los-angeles-kings/draft-selections,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,Los Angeles Kings,4,26,CGY-MTL-LAK,,D,FIN,"5' 9""",FINLAND-JR.,Kalpa Jr.,170
120,Maxwell Crozier,https://www.nhl.com/player/maxwell-crozier-8481719,https://records.nhl.com/tbl/franchises/tampa-bay-lightning/draft-selections,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,Tampa Bay Lightning,4,27,D,D,CAN,"6' 1""",195,USHL,Sioux Falls,
121,Tuukka Tieksola,https://www.nhl.com/player/tuukka-tieksola-8481697,https://records.nhl.com/car/franchises/carolina-hurricanes/draft-selections,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,Carolina Hurricanes,4,28,RW,RW,FIN,"5' 9""",146,FINLAND-JR.,Karpat Jr.,
122,Ethan Keppen,https://www.nhl.com/player/ethan-keppen-8481660,https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,Vancouver Canucks,4,29,SJS-BUF-VAN,,LW,CAN,"6' 1""",OHL,Flint,212
123,Antti Saarela,https://www.nhl.com/player/antti-saarela-8481588,https://records.nhl.com/chi/franchises/chicago-blackhawks/draft-selections,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,Chicago Blackhawks,4,30,BOS-CHI,,C,FIN,"5' 11""",FINLAND,Lukko,190
124,Nick Abruzzese,https://www.nhl.com/player/nick-abruzzese-8481720,https://records.nhl.com/tor/franchises/toronto-maple-leafs/draft-selections,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,Toronto Maple Leafs,4,31,STL-TOR,,C,USA,"5' 9""",USHL,Chicago,160
125,Mark Kastelic,https://www.nhl.com/player/mark-kastelic-8480355,https://records.nhl.com/ott/franchises/ottawa-senators/draft-selections,https://assets.nhle.com/logos/nhl/svg/OTT_20072008-20192020_light.svg,Ottawa Senators,5,1,C,C,USA,"6' 3""",213,WHL,Calgary,
126,Jacob Leguerrier,https://www.nhl.com/player/jacob-leguerrier-8481661,https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,Montréal Canadiens,5,2,LAK-MTL,,D,CAN,"6' 1""",OHL,Sault Ste. Marie,200
127,Cole Brady,https://www.nhl.com/player/cole-brady-8481744,https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,New Jersey Devils,5,3,G,G,CAN,"6' 4""",175,NAHL,Janesville,
128,Cooper Moore,https://www.nhl.com/player/cooper-moore-8481745,https://records.nhl.com/det/franchises/detroit-red-wings/draft-selections,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,Detroit Red Wings,5,4,D,D,USA,"6' 1""",175,HIGH-CT,Brunswick Prep,
129,Arseny Gritsyuk,https://www.nhl.com/player/arseny-gritsyuk-8481721,https://records.nhl.com/njd/franchises/new-jersey-devils/draft-selections,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,New Jersey Devils,5,5,BUF-DET-WSH-NJD,,RW,RUS,"5' 10""",RUSSIA-JR.,Omsk 2,169
130,Leevi Aaltonen,https://www.nhl.com/player/leevi-aaltonen-8481698,https://records.nhl.com/nyr/franchises/new-york-rangers/draft-selections,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,New York Rangers,5,6,RW,RW,FIN,"5' 8""",177,FINLAND-JR.,Kalpa Jr.,
131,Rhett Pitlick,https://www.nhl.com/player/rhett-pitlick-8481746,https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,Montréal Canadiens,5,7,EDM-MTL,,LW,USA,"5' 8""",HIGH-MN,Chaska,160
132,Trevor Janicke,https://www.nhl.com/player/trevor-janicke-8481620,https://records.nhl.com/ana/franchises/anaheim-ducks/draft-selections,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,Anaheim Ducks,5,8,C,C,USA,"5' 10""",190,USHL,Central Illinois,
133,Carson Focht,https://www.nhl.com/player/carson-focht-8481192,https://records.nhl.com/van/franchises/vancouver-canucks/draft-selections,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,Vancouver Canucks,5,9,C,C,CAN,"6' 0""",178,WHL,Calgary,
134,Harrison Blaisdell,https://www.nhl.com/player/harrison-blaisdell-8481612,https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,Winnipeg Jets,5,10,PHI-WPG,,C,GBR,"5' 11""",BCHL,Chilliwack,186
135,Isaiah Saville,https://www.nhl.com/player/isaiah-saville-8481520,https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,Vegas Golden Knights,5,11,MIN-VGK,,G,USA,"6' 1""",USHL,Tri-City,198
136,Henrik Rybinski,https://www.nhl.com/player/henrik-rybinski-8481662,https://records.nhl.com/fla/franchises/florida-panthers/draft-selections,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,Florida Panthers,5,12,CHI-MTL-FLA,,RW,CAN,"6' 0""",WHL,Seattle,176
137,Owen Lindmark,https://www.nhl.com/player/owen-lindmark-8481531,https://records.nhl.com/fla/franchises/florida-panthers/draft-selections,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,Florida Panthers,5,13,C,C,USA,"6' 0""",193,NTDP,USA U-18,
138,Frederik Dichow,https://www.nhl.com/player/frederik-dichow-8481747,https://records.nhl.com/mtl/franchises/montreal-canadiens/draft-selections,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,Montréal Canadiens,5,14,ARI-CHI-LAK-MTL,,G,DNK,"6' 5""",DENMARK-2,Vojens,191
139,Marcus Kallionkieli,https://www.nhl.com/player/marcus-kallionkieli-8481573,https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,Vegas Golden Knights,5,15,MTL-VGK,,LW,FIN,"6' 2""",USHL,Sioux City,195
140,Sasha Mutala,https://www.nhl.com/player/sasha-mutala-8481663,https://records.nhl.com/col/franchises/colorado-avalanche/draft-selections,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,Colorado Avalanche,5,16,RW,RW,CAN,"6' 0""",200,WHL,Tri-City,
141,Mason Primeau,https://www.nhl.com/player/mason-primeau-8481664,https://records.nhl.com/vgk/franchises/vegas-golden-knights/draft-selections,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,Vegas Golden Knights,5,17,C,C,CAN,"6' 5""",205,OHL,North Bay,
142,Nicholas Porco,https://www.nhl.com/player/nicholas-porco-8481665,https://records.nhl.com/dal/franchises/dallas-stars/draft-selections,https://assets.nhle.com/logos/nhl/svg/DAL_20122013-20202021_light.svg,Dallas Stars,5,18,LW,LW,CAN,"5' 11""",177,OHL,Saginaw,
143,Filip Cederqvist,https://www.nhl.com/player/filip-cederqvist-8481722,https://records.nhl.com/buf/franchises/buffalo-sabres/draft-selections,https://assets.nhle.com/logos/nhl/svg/BUF_20102011-20192020_light.svg,Buffalo Sabres,5,19,CBJ-DET-BUF,,LW,SWE,"6' 1""",SWEDEN,Vaxjo,187
144,Logan Neaton,https://www.nhl.com/player/logan-neaton-8481748,https://records.nhl.com/wpg/franchises/winnipeg-jets/draft-selections,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,Winnipeg Jets,5,20,G,G,USA,"6' 3""",190,BCHL,Prince George,
